t	Theta Leapfrog	Energy 
54.75	0.000102084	3.42473e-07
54.76	-0.000577783	1.70867e-07
54.77	0.000100306	3.52147e-07
54.78	-0.000561119	1.61867e-07
54.79	9.84214e-05	3.61692e-07
54.8	-0.000544223	1.53047e-07
54.81	9.64298e-05	3.71093e-07
54.82	-0.000527101	1.44423e-07
54.83	9.43312e-05	3.80337e-07
54.84	-0.00050976	1.36009e-07
54.85	9.21255e-05	3.8941e-07
54.86	-0.000492206	1.2782e-07
54.87	8.98127e-05	3.98299e-07
54.88	-0.000474446	1.19868e-07
54.89	8.7393e-05	4.0699e-07
54.9	-0.000456487	1.12169e-07
54.91	8.48665e-05	4.15471e-07
54.92	-0.000438335	1.04735e-07
54.93	8.22334e-05	4.23729e-07
54.94	-0.000419997	9.75786e-08
54.95	7.94941e-05	4.31751e-07
54.96	-0.00040148	9.0712e-08
54.97	7.66489e-05	4.39527e-07
54.98	-0.000382791	8.41472e-08
54.99	7.36983e-05	4.47045e-07
55	-0.000363938	7.78954e-08
55.01	7.06428e-05	4.54293e-07
55.02	-0.000344926	7.19674e-08
55.03	6.7483e-05	4.61261e-07
55.04	-0.000325764	6.63737e-08
55.05	6.42196e-05	4.6794e-07
55.06	-0.000306458	6.11238e-08
55.07	6.08532e-05	4.74319e-07
55.08	-0.000287017	5.62271e-08
55.09	5.73848e-05	4.80389e-07
55.1	-0.000267447	5.16923e-08
55.11	5.38151e-05	4.86141e-07
55.12	-0.000247755	4.75273e-08
55.13	5.01451e-05	4.91568e-07
55.14	-0.00022795	4.37398e-08
55.15	4.63758e-05	4.96661e-07
55.16	-0.000208038	4.03366e-08
55.17	4.25083e-05	5.01414e-07
55.18	-0.000188028	3.73239e-08
55.19	3.85438e-05	5.0582e-07
55.2	-0.000167927	3.47076e-08
55.21	3.44835e-05	5.09872e-07
55.22	-0.000147742	3.24925e-08
55.23	3.03287e-05	5.13565e-07
55.24	-0.000127482	3.0683e-08
55.25	2.60806e-05	5.16895e-07
55.26	-0.000107153	2.9283e-08
55.27	2.17408e-05	5.19856e-07
55.28	-8.67648e-05	2.82955e-08
55.29	1.73108e-05	5.22445e-07
55.3	-6.63238e-05	2.77229e-08
55.31	1.27921e-05	5.24659e-07
55.32	-4.58382e-05	2.75671e-08
55.33	8.18632e-06	5.26495e-07
55.34	-2.53158e-05	2.7829e-08
55.35	3.49517e-06	5.27951e-07
55.36	-4.76447e-06	2.85091e-08
55.37	-1.27957e-06	5.29025e-07
55.38	1.58078e-05	2.96072e-08
55.39	-6.13609e-06	5.29717e-07
55.4	3.63932e-05	3.11224e-08
55.41	-1.10725e-05	5.30027e-07
55.42	5.69838e-05	3.30531e-08
55.43	-1.60868e-05	5.29954e-07
55.44	7.75717e-05	3.53971e-08
55.45	-2.11771e-05	5.295e-07
55.46	9.81489e-05	3.81515e-08
55.47	-2.63412e-05	5.28666e-07
55.48	0.000118707	4.13127e-08
55.49	-3.1577e-05	5.27455e-07
55.5	0.000139239	4.48765e-08
55.51	-3.68823e-05	5.25868e-07
55.52	0.000159737	4.88381e-08
55.53	-4.22548e-05	5.2391e-07
55.54	0.000180192	5.31919e-08
55.55	-4.76923e-05	5.21584e-07
55.56	0.000200597	5.7932e-08
55.57	-5.31923e-05	5.18895e-07
55.58	0.000220944	6.30514e-08
55.59	-5.87524e-05	5.15847e-07
55.6	0.000241224	6.8543e-08
55.61	-6.43701e-05	5.12447e-07
55.62	0.000261431	7.43988e-08
55.63	-7.00429e-05	5.087e-07
55.64	0.000281555	8.06102e-08
55.65	-7.57682e-05	5.04614e-07
55.66	0.00030159	8.71682e-08
55.67	-8.15433e-05	5.00195e-07
55.68	0.000321527	9.40631e-08
55.69	-8.73655e-05	4.95451e-07
55.7	0.000341359	1.01285e-07
55.71	-9.32321e-05	4.9039e-07
55.72	0.000361078	1.08822e-07
55.73	-9.91404e-05	4.85022e-07
55.74	0.000380676	1.16665e-07
55.75	-0.000105087	4.79354e-07
55.76	0.000400146	1.24801e-07
55.77	-0.00011107	4.73398e-07
55.78	0.000419479	1.33217e-07
55.79	-0.000117086	4.67164e-07
55.8	0.000438669	1.41902e-07
55.81	-0.000123131	4.6066e-07
55.82	0.000457708	1.50843e-07
55.83	-0.000129204	4.539e-07
55.84	0.000476587	1.60025e-07
55.85	-0.0001353	4.46894e-07
55.86	0.000495301	1.69435e-07
55.87	-0.000141417	4.39654e-07
55.88	0.000513841	1.79059e-07
55.89	-0.000147552	4.32192e-07
55.9	0.000532199	1.88882e-07
55.91	-0.000153701	4.24521e-07
55.92	0.00055037	1.9889e-07
55.93	-0.000159861	4.16654e-07
55.94	0.000568345	2.09067e-07
55.95	-0.00016603	4.08603e-07
55.96	0.000586117	2.19398e-07
55.97	-0.000172203	4.00382e-07
55.98	0.00060368	2.29867e-07
55.99	-0.000178377	3.92005e-07
56	0.000621026	2.40459e-07
56.01	-0.000184549	3.83486e-07
56.02	0.000638148	2.51156e-07
56.03	-0.000190716	3.7484e-07
56.04	0.000655039	2.61944e-07
56.05	-0.000196875	3.66079e-07
56.06	0.000671693	2.72805e-07
56.07	-0.000203021	3.5722e-07
56.08	0.000688103	2.83723e-07
56.09	-0.000209151	3.48276e-07
56.1	0.000704263	2.94682e-07
56.11	-0.000215263	3.39263e-07
56.12	0.000720165	3.05664e-07
56.13	-0.000221352	3.30195e-07
56.14	0.000735803	3.16654e-07
56.15	-0.000227415	3.21088e-07
56.16	0.000751171	3.27634e-07
56.17	-0.000233449	3.11957e-07
56.18	0.000766263	3.38588e-07
56.19	-0.000239449	3.02817e-07
56.2	0.000781073	3.49499e-07
56.21	-0.000245413	2.93683e-07
56.22	0.000795593	3.60351e-07
56.23	-0.000251337	2.8457e-07
56.24	0.00080982	3.71127e-07
56.25	-0.000257217	2.75494e-07
56.26	0.000823746	3.8181e-07
56.27	-0.000263051	2.66469e-07
56.28	0.000837365	3.92385e-07
56.29	-0.000268833	2.57512e-07
56.3	0.000850673	4.02836e-07
56.31	-0.000274561	2.48635e-07
56.32	0.000863664	4.13147e-07
56.33	-0.000280231	2.39856e-07
56.34	0.000876332	4.23302e-07
56.35	-0.00028584	2.31187e-07
56.36	0.000888671	4.33286e-07
56.37	-0.000291384	2.22644e-07
56.38	0.000900678	4.43084e-07
56.39	-0.000296859	2.14241e-07
56.4	0.000912346	4.52681e-07
56.41	-0.000302262	2.05992e-07
56.42	0.00092367	4.62063e-07
56.43	-0.00030759	1.97911e-07
56.44	0.000934647	4.71216e-07
56.45	-0.000312839	1.90012e-07
56.46	0.000945271	4.80126e-07
56.47	-0.000318004	1.82308e-07
56.48	0.000955537	4.8878e-07
56.49	-0.000323084	1.74811e-07
56.5	0.000965441	4.97165e-07
56.51	-0.000328074	1.67536e-07
56.52	0.000974979	5.05268e-07
56.53	-0.000332971	1.60494e-07
56.54	0.000984147	5.13079e-07
56.55	-0.000337772	1.53697e-07
56.56	0.00099294	5.20584e-07
56.57	-0.000342472	1.47156e-07
56.58	0.00100136	5.27774e-07
56.59	-0.00034707	1.40885e-07
56.6	0.00100939	5.34638e-07
56.61	-0.00035156	1.34892e-07
56.62	0.00101703	5.41166e-07
56.63	-0.000355941	1.29189e-07
56.64	0.00102429	5.47348e-07
56.65	-0.000360208	1.23785e-07
56.66	0.00103116	5.53177e-07
56.67	-0.000364358	1.18691e-07
56.68	0.00103763	5.58642e-07
56.69	-0.000368389	1.13914e-07
56.7	0.0010437	5.63738e-07
56.71	-0.000372297	1.09465e-07
56.72	0.00104937	5.68457e-07
56.73	-0.000376078	1.05351e-07
56.74	0.00105463	5.72792e-07
56.75	-0.00037973	1.01579e-07
56.76	0.00105949	5.76738e-07
56.77	-0.000383249	9.81573e-08
56.78	0.00106393	5.8029e-07
56.79	-0.000386633	9.50916e-08
56.8	0.00106797	5.83443e-07
56.81	-0.000389879	9.23881e-08
56.82	0.00107159	5.86193e-07
56.83	-0.000392983	9.00523e-08
56.84	0.00107479	5.88538e-07
56.85	-0.000395943	8.80891e-08
56.86	0.00107758	5.90474e-07
56.87	-0.000398755	8.65029e-08
56.88	0.00107994	5.92e-07
56.89	-0.000401417	8.52973e-08
56.9	0.00108189	5.93115e-07
56.91	-0.000403927	8.44756e-08
56.92	0.00108341	5.93818e-07
56.93	-0.000406281	8.40404e-08
56.94	0.00108451	5.94109e-07
56.95	-0.000408477	8.39936e-08
56.96	0.00108518	5.9399e-07
56.97	-0.000410512	8.43367e-08
56.98	0.00108543	5.93461e-07
56.99	-0.000412384	8.50705e-08
57	0.00108525	5.92526e-07
57.01	-0.000414091	8.61953e-08
57.02	0.00108465	5.91186e-07
57.03	-0.000415629	8.77106e-08
57.04	0.00108361	5.89446e-07
57.05	-0.000416997	8.96155e-08
57.06	0.00108215	5.8731e-07
57.07	-0.000418192	9.19085e-08
57.08	0.00108026	5.84782e-07
57.09	-0.000419213	9.45874e-08
57.1	0.00107794	5.81868e-07
57.11	-0.000420056	9.76495e-08
57.12	0.0010752	5.78574e-07
57.13	-0.000420721	1.01091e-07
57.14	0.00107202	5.74907e-07
57.15	-0.000421204	1.04909e-07
57.16	0.00106842	5.70875e-07
57.17	-0.000421505	1.09099e-07
57.18	0.00106439	5.66485e-07
57.19	-0.000421621	1.13655e-07
57.2	0.00105994	5.61746e-07
57.21	-0.00042155	1.18572e-07
57.22	0.00105507	5.56667e-07
57.23	-0.000421292	1.23844e-07
57.24	0.00104977	5.51258e-07
57.25	-0.000420843	1.29464e-07
57.26	0.00104405	5.45528e-07
57.27	-0.000420204	1.35425e-07
57.28	0.00103791	5.3949e-07
57.29	-0.000419371	1.4172e-07
57.3	0.00103135	5.33154e-07
57.31	-0.000418345	1.48339e-07
57.32	0.00102437	5.26532e-07
57.33	-0.000417124	1.55275e-07
57.34	0.00101698	5.19637e-07
57.35	-0.000415706	1.62518e-07
57.36	0.00100918	5.1248e-07
57.37	-0.000414091	1.70059e-07
57.38	0.00100096	5.05076e-07
57.39	-0.000412277	1.77888e-07
57.4	0.000992342	4.97438e-07
57.41	-0.000410263	1.85993e-07
57.42	0.000983316	4.8958e-07
57.43	-0.00040805	1.94365e-07
57.44	0.000973888	4.81516e-07
57.45	-0.000405636	2.02992e-07
57.46	0.000964061	4.7326e-07
57.47	-0.00040302	2.11861e-07
57.48	0.000953837	4.64829e-07
57.49	-0.000400202	2.20962e-07
57.5	0.000943221	4.56238e-07
57.51	-0.000397181	2.30281e-07
57.52	0.000932215	4.47501e-07
57.53	-0.000393957	2.39807e-07
57.54	0.000920824	4.38636e-07
57.55	-0.000390531	2.49525e-07
57.56	0.00090905	4.29657e-07
57.57	-0.000386901	2.59423e-07
57.58	0.000896899	4.20582e-07
57.59	-0.000383067	2.69486e-07
57.6	0.000884373	4.11426e-07
57.61	-0.000379031	2.79702e-07
57.62	0.000871478	4.02207e-07
57.63	-0.000374791	2.90056e-07
57.64	0.000858216	3.92941e-07
57.65	-0.000370348	3.00534e-07
57.66	0.000844594	3.83645e-07
57.67	-0.000365703	3.11121e-07
57.68	0.000830616	3.74336e-07
57.69	-0.000360855	3.21803e-07
57.7	0.000816285	3.6503e-07
57.71	-0.000355806	3.32565e-07
57.72	0.000801608	3.55745e-07
57.73	-0.000350555	3.43393e-07
57.74	0.00078659	3.46498e-07
57.75	-0.000345105	3.5427e-07
57.76	0.000771235	3.37306e-07
57.77	-0.000339455	3.65183e-07
57.78	0.000755549	3.28185e-07
57.79	-0.000333606	3.76117e-07
57.8	0.000739537	3.19152e-07
57.81	-0.00032756	3.87055e-07
57.82	0.000723205	3.10223e-07
57.83	-0.000321318	3.97984e-07
57.84	0.000706559	3.01416e-07
57.85	-0.00031488	4.08888e-07
57.86	0.000689605	2.92746e-07
57.87	-0.000308249	4.19753e-07
57.88	0.000672348	2.84229e-07
57.89	-0.000301425	4.30562e-07
57.9	0.000654795	2.75881e-07
57.91	-0.000294411	4.41302e-07
57.92	0.000636952	2.67718e-07
57.93	-0.000287207	4.51959e-07
57.94	0.000618826	2.59755e-07
57.95	-0.000279816	4.62516e-07
57.96	0.000600422	2.52008e-07
57.97	-0.00027224	4.7296e-07
57.98	0.000581748	2.44489e-07
57.99	-0.000264479	4.83278e-07
58	0.00056281	2.37215e-07
58.01	-0.000256538	4.93454e-07
58.02	0.000543615	2.30198e-07
58.03	-0.000248417	5.03475e-07
58.04	0.00052417	2.23452e-07
58.05	-0.000240119	5.13327e-07
58.06	0.000504483	2.16991e-07
58.07	-0.000231646	5.22998e-07
58.08	0.00048456	2.10826e-07
58.09	-0.000223	5.32475e-07
58.1	0.000464408	2.04971e-07
58.11	-0.000214185	5.41744e-07
58.12	0.000444035	1.99436e-07
58.13	-0.000205203	5.50793e-07
58.14	0.000423449	1.94233e-07
58.15	-0.000196056	5.59611e-07
58.16	0.000402657	1.89372e-07
58.17	-0.000186748	5.68186e-07
58.18	0.000381667	1.84864e-07
58.19	-0.000177281	5.76507e-07
58.2	0.000360486	1.80718e-07
58.21	-0.000167658	5.84563e-07
58.22	0.000339122	1.76943e-07
58.23	-0.000157883	5.92343e-07
58.24	0.000317584	1.73548e-07
58.25	-0.000147959	5.99838e-07
58.26	0.000295878	1.70539e-07
58.27	-0.000137888	6.07038e-07
58.28	0.000274015	1.67925e-07
58.29	-0.000127675	6.13934e-07
58.3	0.000252	1.65712e-07
58.31	-0.000117323	6.20518e-07
58.32	0.000229844	1.63905e-07
58.33	-0.000106835	6.26781e-07
58.34	0.000207554	1.6251e-07
58.35	-9.62156e-05	6.32716e-07
58.36	0.000185138	1.61532e-07
58.37	-8.54678e-05	6.38316e-07
58.38	0.000162605	1.60973e-07
58.39	-7.45957e-05	6.43575e-07
58.4	0.000139963	1.60839e-07
58.41	-6.36032e-05	6.48485e-07
58.42	0.000117222	1.6113e-07
58.43	-5.24943e-05	6.53043e-07
58.44	9.43893e-05	1.6185e-07
58.45	-4.12731e-05	6.57243e-07
58.46	7.1474e-05	1.62999e-07
58.47	-2.99437e-05	6.6108e-07
58.48	4.84847e-05	1.64577e-07
58.49	-1.85103e-05	6.64552e-07
58.5	2.54304e-05	1.66585e-07
58.51	-6.97736e-06	6.67654e-07
58.52	2.31968e-06	1.69021e-07
58.53	4.65084e-06	6.70384e-07
58.54	-2.08384e-05	1.71885e-07
58.55	1.63698e-05	6.7274e-07
58.56	-4.40351e-05	1.75173e-07
58.57	2.8175e-05	6.74721e-07
58.58	-6.72614e-05	1.78883e-07
58.59	4.00619e-05	6.76326e-07
58.6	-9.05083e-05	1.83012e-07
58.61	5.20257e-05	6.77554e-07
58.62	-0.000113767	1.87554e-07
58.63	6.40617e-05	6.78406e-07
58.64	-0.000137028	1.92505e-07
58.65	7.61652e-05	6.78883e-07
58.66	-0.000160283	1.9786e-07
58.67	8.83312e-05	6.78986e-07
58.68	-0.000183522	2.03612e-07
58.69	0.000100555	6.78717e-07
58.7	-0.000206737	2.09754e-07
58.71	0.000112831	6.78078e-07
58.72	-0.000229918	2.16278e-07
58.73	0.000125155	6.77074e-07
58.74	-0.000253057	2.23177e-07
58.75	0.000137521	6.75708e-07
58.76	-0.000276144	2.30442e-07
58.77	0.000149925	6.73983e-07
58.78	-0.00029917	2.38063e-07
58.79	0.000162361	6.71906e-07
58.8	-0.000322126	2.46031e-07
58.81	0.000174824	6.69481e-07
58.82	-0.000345003	2.54335e-07
58.83	0.000187308	6.66715e-07
58.84	-0.000367792	2.62964e-07
58.85	0.000199808	6.63613e-07
58.86	-0.000390484	2.71906e-07
58.87	0.00021232	6.60184e-07
58.88	-0.000413069	2.8115e-07
58.89	0.000224836	6.56434e-07
58.9	-0.00043554	2.90683e-07
58.91	0.000237353	6.52371e-07
58.92	-0.000457886	3.00492e-07
58.93	0.000249864	6.48005e-07
58.94	-0.0004801	3.10563e-07
58.95	0.000262364	6.43344e-07
58.96	-0.000502171	3.20882e-07
58.97	0.000274848	6.38397e-07
58.98	-0.000524091	3.31436e-07
58.99	0.000287309	6.33175e-07
59	-0.000545852	3.4221e-07
59.01	0.000299742	6.27687e-07
59.02	-0.000567444	3.53188e-07
59.03	0.000312142	6.21945e-07
59.04	-0.000588858	3.64356e-07
59.05	0.000324503	6.1596e-07
59.06	-0.000610087	3.75697e-07
59.07	0.000336818	6.09743e-07
59.08	-0.00063112	3.87196e-07
59.09	0.000349083	6.03306e-07
59.1	-0.000651951	3.98837e-07
59.11	0.000361292	5.96661e-07
59.12	-0.000672569	4.10603e-07
59.13	0.000373439	5.89822e-07
59.14	-0.000692967	4.22477e-07
59.15	0.000385518	5.828e-07
59.16	-0.000713136	4.34443e-07
59.17	0.000397523	5.75608e-07
59.18	-0.000733068	4.46485e-07
59.19	0.000409449	5.68261e-07
59.2	-0.000752754	4.58583e-07
59.21	0.00042129	5.60772e-07
59.22	-0.000772187	4.70723e-07
59.23	0.000433041	5.53155e-07
59.24	-0.000791357	4.82886e-07
59.25	0.000444694	5.45424e-07
59.26	-0.000810258	4.95055e-07
59.27	0.000456246	5.37593e-07
59.28	-0.000828881	5.07213e-07
59.29	0.000467689	5.29677e-07
59.3	-0.000847218	5.19343e-07
59.31	0.000479019	5.21689e-07
59.32	-0.000865261	5.31428e-07
59.33	0.000490229	5.13646e-07
59.34	-0.000883004	5.4345e-07
59.35	0.000501315	5.05561e-07
59.36	-0.000900437	5.55392e-07
59.37	0.000512269	4.9745e-07
59.38	-0.000917554	5.67238e-07
59.39	0.000523087	4.89327e-07
59.4	-0.000934347	5.78971e-07
59.41	0.000533763	4.81208e-07
59.42	-0.00095081	5.90574e-07
59.43	0.000544291	4.73107e-07
59.44	-0.000966934	6.02032e-07
59.45	0.000554666	4.65038e-07
59.46	-0.000982712	6.13327e-07
59.47	0.000564882	4.57018e-07
59.48	-0.000998139	6.24445e-07
59.49	0.000574934	4.49061e-07
59.5	-0.00101321	6.35369e-07
59.51	0.000584817	4.41181e-07
59.52	-0.00102791	6.46085e-07
59.53	0.000594524	4.33394e-07
59.54	-0.00104224	6.56577e-07
59.55	0.000604051	4.25713e-07
59.56	-0.00105619	6.66832e-07
59.57	0.000613392	4.18153e-07
59.58	-0.00106975	6.76835e-07
59.59	0.000622541	4.10728e-07
59.6	-0.00108293	6.86572e-07
59.61	0.000631495	4.03452e-07
59.62	-0.0010957	6.96031e-07
59.63	0.000640247	3.96339e-07
59.64	-0.00110808	7.05198e-07
59.65	0.000648792	3.89403e-07
59.66	-0.00112004	7.14062e-07
59.67	0.000657126	3.82655e-07
59.68	-0.00113159	7.22609e-07
59.69	0.000665243	3.76111e-07
59.7	-0.00114272	7.30831e-07
59.71	0.000673139	3.69781e-07
59.72	-0.00115343	7.38714e-07
59.73	0.000680808	3.63679e-07
59.74	-0.0011637	7.4625e-07
59.75	0.000688245	3.57817e-07
59.76	-0.00117354	7.53429e-07
59.77	0.000695447	3.52206e-07
59.78	-0.00118293	7.60242e-07
59.79	0.000702409	3.46857e-07
59.8	-0.00119189	7.6668e-07
59.81	0.000709125	3.41782e-07
59.82	-0.00120039	7.72735e-07
59.83	0.000715591	3.36991e-07
59.84	-0.00120844	7.78402e-07
59.85	0.000721804	3.32493e-07
59.86	-0.00121603	7.83672e-07
59.87	0.000727758	3.28299e-07
59.88	-0.00122315	7.88541e-07
59.89	0.000733449	3.24418e-07
59.9	-0.00122981	7.93003e-07
59.91	0.000738874	3.20859e-07
59.92	-0.001236	7.97054e-07
59.93	0.000744028	3.17629e-07
59.94	-0.00124172	8.00689e-07
59.95	0.000748907	3.14738e-07
59.96	-0.00124696	8.03907e-07
59.97	0.000753508	3.1219e-07
59.98	-0.00125171	8.06704e-07
59.99	0.000757826	3.09995e-07
60	-0.00125599	8.09078e-07
60.01	0.000761858	3.08157e-07
60.02	-0.00125978	8.1103e-07
60.03	0.000765601	3.06683e-07
60.04	-0.00126308	8.12558e-07
60.05	0.00076905	3.05578e-07
60.06	-0.00126589	8.13663e-07
60.07	0.000772204	3.04846e-07
60.08	-0.0012682	8.14346e-07
60.09	0.000775057	3.04492e-07
60.1	-0.00127002	8.14609e-07
60.11	0.000777608	3.04518e-07
60.12	-0.00127134	8.14454e-07
60.13	0.000779853	3.04929e-07
60.14	-0.00127216	8.13886e-07
60.15	0.000781789	3.05726e-07
60.16	-0.00127248	8.12907e-07
60.17	0.000783414	3.06911e-07
60.18	-0.0012723	8.11522e-07
60.19	0.000784725	3.08485e-07
60.2	-0.00127161	8.09737e-07
60.21	0.000785719	3.10449e-07
60.22	-0.00127042	8.07559e-07
60.23	0.000786395	3.12804e-07
60.24	-0.00126873	8.04992e-07
60.25	0.000786748	3.15548e-07
60.26	-0.00126653	8.02045e-07
60.27	0.000786779	3.18681e-07
60.28	-0.00126382	7.98726e-07
60.29	0.000786484	3.22201e-07
60.3	-0.0012606	7.95043e-07
60.31	0.000785861	3.26105e-07
60.32	-0.00125688	7.91006e-07
60.33	0.000784909	3.30392e-07
60.34	-0.00125265	7.86625e-07
60.35	0.000783626	3.35058e-07
60.36	-0.00124792	7.81909e-07
60.37	0.000782011	3.40098e-07
60.38	-0.00124268	7.7687e-07
60.39	0.000780062	3.45508e-07
60.4	-0.00123693	7.7152e-07
60.41	0.000777778	3.51285e-07
60.42	-0.00123068	7.6587e-07
60.43	0.000775158	3.57421e-07
60.44	-0.00122393	7.59933e-07
60.45	0.000772201	3.63911e-07
60.46	-0.00121668	7.53722e-07
60.47	0.000768906	3.70748e-07
60.48	-0.00120892	7.47252e-07
60.49	0.000765272	3.77925e-07
60.5	-0.00120067	7.40535e-07
60.51	0.0007613	3.85436e-07
60.52	-0.00119192	7.33586e-07
60.53	0.000756988	3.93271e-07
60.54	-0.00118268	7.26421e-07
60.55	0.000752336	4.01422e-07
60.56	-0.00117295	7.19054e-07
60.57	0.000747344	4.0988e-07
60.58	-0.00116273	7.11501e-07
60.59	0.000742012	4.18636e-07
60.6	-0.00115202	7.03779e-07
60.61	0.000736341	4.2768e-07
60.62	-0.00114083	6.95902e-07
60.63	0.00073033	4.37002e-07
60.64	-0.00112915	6.87889e-07
60.65	0.000723981	4.46591e-07
60.66	-0.001117	6.79755e-07
60.67	0.000717293	4.56436e-07
60.68	-0.00110438	6.71518e-07
60.69	0.000710268	4.66525e-07
60.7	-0.00109129	6.63195e-07
60.71	0.000702907	4.76847e-07
60.72	-0.00107773	6.54804e-07
60.73	0.00069521	4.87389e-07
60.74	-0.00106371	6.46361e-07
60.75	0.000687179	4.9814e-07
60.76	-0.00104923	6.37885e-07
60.77	0.000678815	5.09087e-07
60.78	-0.0010343	6.29393e-07
60.79	0.00067012	5.20216e-07
60.8	-0.00101892	6.20904e-07
60.81	0.000661095	5.31514e-07
60.82	-0.00100309	6.12434e-07
60.83	0.000651743	5.42968e-07
60.84	-0.000986832	6.04003e-07
60.85	0.000642064	5.54564e-07
60.86	-0.000970136	5.95627e-07
60.87	0.000632063	5.66289e-07
60.88	-0.000953013	5.87324e-07
60.89	0.00062174	5.78127e-07
60.9	-0.000935466	5.79113e-07
60.91	0.000611098	5.90066e-07
60.92	-0.000917503	5.7101e-07
60.93	0.000600139	6.0209e-07
60.94	-0.000899129	5.63034e-07
60.95	0.000588868	6.14185e-07
60.96	-0.00088035	5.552e-07
60.97	0.000577285	6.26337e-07
60.98	-0.000861173	5.47527e-07
60.99	0.000565395	6.38531e-07
61	-0.000841604	5.40032e-07
61.01	0.0005532	6.50752e-07
61.02	-0.000821649	5.3273e-07
61.03	0.000540705	6.62986e-07
61.04	-0.000801316	5.25637e-07
61.05	0.000527912	6.75218e-07
61.06	-0.000780611	5.18771e-07
61.07	0.000514824	6.87433e-07
61.08	-0.000759541	5.12146e-07
61.09	0.000501447	6.99617e-07
61.1	-0.000738114	5.05778e-07
61.11	0.000487783	7.11755e-07
61.12	-0.000716337	4.99681e-07
61.13	0.000473837	7.23833e-07
61.14	-0.000694218	4.93871e-07
61.15	0.000459613	7.35836e-07
61.16	-0.000671764	4.8836e-07
61.17	0.000445116	7.4775e-07
61.18	-0.000648984	4.83163e-07
61.19	0.000430349	7.59561e-07
61.2	-0.000625885	4.78292e-07
61.21	0.000415317	7.71255e-07
61.22	-0.000602475	4.7376e-07
61.23	0.000400026	7.82819e-07
61.24	-0.000578763	4.69579e-07
61.25	0.00038448	7.94239e-07
61.26	-0.000554758	4.65761e-07
61.27	0.000368685	8.05501e-07
61.28	-0.000530467	4.62316e-07
61.29	0.000352644	8.16593e-07
61.3	-0.0005059	4.59254e-07
61.31	0.000336365	8.27502e-07
61.32	-0.000481066	4.56586e-07
61.33	0.000319851	8.38215e-07
61.34	-0.000455973	4.54321e-07
61.35	0.000303109	8.4872e-07
61.36	-0.000430631	4.52466e-07
61.37	0.000286144	8.59007e-07
61.38	-0.000405049	4.51029e-07
61.39	0.000268963	8.69062e-07
61.4	-0.000379236	4.50019e-07
61.41	0.000251571	8.78875e-07
61.42	-0.000353201	4.4944e-07
61.43	0.000233974	8.88436e-07
61.44	-0.000326955	4.49299e-07
61.45	0.000216179	8.97733e-07
61.46	-0.000300508	4.49602e-07
61.47	0.000198191	9.06758e-07
61.48	-0.000273867	4.50351e-07
61.49	0.000180017	9.155e-07
61.5	-0.000247045	4.51551e-07
61.51	0.000161664	9.23951e-07
61.52	-0.000220051	4.53205e-07
61.53	0.000143139	9.32101e-07
61.54	-0.000192894	4.55315e-07
61.55	0.000124447	9.39944e-07
61.56	-0.000165585	4.57883e-07
61.57	0.000105597	9.4747e-07
61.58	-0.000138135	4.60908e-07
61.59	8.65945e-05	9.54674e-07
61.6	-0.000110554	4.64391e-07
61.61	6.7447e-05	9.61548e-07
61.62	-8.28512e-05	4.68332e-07
61.63	4.81618e-05	9.68086e-07
61.64	-5.50386e-05	4.72728e-07
61.65	2.87461e-05	9.74282e-07
61.66	-2.71263e-05	4.77578e-07
61.67	9.20719e-06	9.80132e-07
61.68	8.74968e-07	4.82878e-07
61.69	-1.04474e-05	9.85631e-07
61.7	2.89545e-05	4.88625e-07
61.71	-3.02101e-05	9.90775e-07
61.72	5.71015e-05	4.94814e-07
61.73	-5.00733e-05	9.9556e-07
61.74	8.53052e-05	5.01441e-07
61.75	-7.00293e-05	9.99983e-07
61.76	0.000113555	5.08499e-07
61.77	-9.00703e-05	1.00404e-06
61.78	0.000141839	5.15981e-07
61.79	-0.000110188	1.00774e-06
61.8	0.000170146	5.23881e-07
61.81	-0.000130376	1.01106e-06
61.82	0.000198467	5.32191e-07
61.83	-0.000150624	1.01402e-06
61.84	0.000226789	5.40901e-07
61.85	-0.000170925	1.01661e-06
61.86	0.000255102	5.50003e-07
61.87	-0.000191272	1.01884e-06
61.88	0.000283394	5.59487e-07
61.89	-0.000211655	1.02069e-06
61.9	0.000311654	5.69342e-07
61.91	-0.000232066	1.02218e-06
61.92	0.000339871	5.79558e-07
61.93	-0.000252497	1.02331e-06
61.94	0.000368034	5.90121e-07
61.95	-0.00027294	1.02408e-06
61.96	0.000396131	6.01021e-07
61.97	-0.000293387	1.02449e-06
61.98	0.000424152	6.12244e-07
61.99	-0.000313828	1.02455e-06
62	0.000452085	6.23777e-07
62.01	-0.000334255	1.02426e-06
62.02	0.000479918	6.35606e-07
62.03	-0.00035466	1.02363e-06
62.04	0.000507642	6.47717e-07
62.05	-0.000375034	1.02265e-06
62.06	0.000535244	6.60094e-07
62.07	-0.000395368	1.02135e-06
62.08	0.000562713	6.72723e-07
62.09	-0.000415654	1.01971e-06
62.1	0.000590038	6.85588e-07
62.11	-0.000435883	1.01776e-06
62.12	0.000617208	6.98673e-07
62.13	-0.000456046	1.0155e-06
62.14	0.000644212	7.11961e-07
62.15	-0.000476135	1.01293e-06
62.16	0.000671038	7.25435e-07
62.17	-0.000496141	1.01006e-06
62.18	0.000697676	7.39079e-07
62.19	-0.000516055	1.00691e-06
62.2	0.000724115	7.52875e-07
